"communityname","state","fold","population","householdsize","racepctblack","racePctWhite","racePctAsian","racePctHisp","agePct12t21","agePct12t29","agePct16t24","agePct65up","pctUrban","medIncome","pctWWage","pctWFarmSelf","pctWInvInc","pctWSocSec","pctWPubAsst","pctWRetire","medFamInc","whitePerCap","blackPerCap","indianPerCap","AsianPerCap","OtherPerCap","HispPerCap","PctPopUnderPov","PctLess9thGrade","PctNotHSGrad","PctBSorMore","PctUnemployed","PctEmploy","PctEmplManu","PctEmplProfServ","PctOccupManu","PctOccupMgmtProf","MalePctDivorce","MalePctNevMarr","FemalePctDiv","PersPerFam","PctFam2Par","PctKids2Par","PctYoungKids2Par","PctTeen2Par","PctWorkMomYoungKids","PctWorkMom","PctKidsBornNeverMar","PctImmigRecent","PctImmigRec5","PctImmigRec8","PctImmigRec10","PctRecentImmig","PctRecImmig5","PctRecImmig8","PctRecImmig10","PctSpeakEnglOnly","PctNotSpeakEnglWell","PctLargHouseFam","PctLargHouseOccup","PersPerOccupHous","PersPerOwnOccHous","PersPerRentOccHous","PctPersOwnOccup","PctPersDenseHous","PctHousLess3BR","MedNumBR","HousVacant","PctHousOccup","PctHousOwnOcc","PctVacantBoarded","PctVacMore6Mos","MedYrHousBuilt","PctHousNoPhone","PctWOFullPlumb","OwnOccMedVal","RentMedian","MedRent","MedRentPctHousInc","MedOwnCostPctInc","MedOwnCostPctIncNoMtg","NumInShelters","NumStreet","PctForeignBorn","PctBornSameState","PctSameHouse85","PctSameCity85","PctSameState85","LandArea","PopDens","PctUsePubTrans","murdPerPop","rapesPerPop","robbbPerPop","assaultPerPop","burglPerPop","larcPerPop","autoTheftPerPop","arsonsPerPop","ViolentCrimesPerPop","nonViolPerPop","rip","midwest","south","northeast","west"
"Jacksonvillecity","TX",5,12765,2.75,24.29,66.7,1.18,11.04,16.09,27.19,14.58,15.22,0,17552,69.77,1.67,30.83,36.25,10.28,11.28,22949,11281,5374,7664,12360,4666,4743,26.71,19.56,39.11,13.46,8.82,51.73,26.69,27.74,25.97,22.3,11.13,28.49,14.19,3.18,64.01,59.27,69.92,65.78,53.05,64.86,4.56,31.14,50.56,62.72,68.97,2.19,3.55,4.4,4.84,88,3.97,6.98,5.05,2.6,2.55,2.68,56.95,7.25,52.21,2,410,91.87,58.19,3.41,51.71,1966,16.55,1.41,41500,228,297,24.5,22.1,14,0,0,7.02,78.49,47.04,78.98,92.57,13.1,975,0,31.28,78.2,93.85,391.02,1165.25,3151.64,281.54,7.82,594.35,4606.25,2,0,1,0,0
"Limacity","OH",5,45549,2.79,24.04,74.53,0.5,1.5,14.81,28.45,13.92,11.98,100,21061,70.94,0.57,31.46,32.48,13.1,19.46,25775,10509,6303,12928,23645,5297,5506,21.57,9.19,30.73,8.39,12.83,48.9,21.73,22.13,21.7,17.3,15.83,33.38,16.12,3.17,59.94,55.35,62.57,61.27,60.29,68.1,6.59,11.08,18.21,24.8,29.02,0.09,0.15,0.21,0.24,96.43,0.36,6.38,4.39,2.57,2.61,2.5,60.08,2.12,43.81,3,2355,87.38,59.06,12.74,54.65,1950,9.14,0.4,38900,252,329,27.6,15.4,12.3,70,0,0.83,77.93,53.68,82.88,92.93,13.1,3469.8,1.36,13.46,107.7,464.45,1759.07,2263.91,4895.78,459.96,127.89,2344.68,7747.54,1,1,0,0,0
"Charlestoncity","SC",5,80414,2.61,41.58,57.23,0.85,0.81,17.66,33.2,19.51,11.69,100,25153,77.17,0.67,34.72,26.21,8.36,16.15,32212,18980,7522,11350,9166,5355,10616,21.61,9.29,23.46,29.44,5.15,60.02,8,31.76,9.08,31.56,9.55,43.56,13.42,3.12,59.31,51.85,67.62,61.32,67.24,73.01,10.52,22.77,27.49,32.69,39.4,0.54,0.65,0.77,0.93,94.91,0.58,5.93,3.66,2.43,2.63,2.25,52.01,4.15,53.18,2,3569,89.6,48.14,8.94,59.71,1964,5.06,0.6,86600,341,428,28.6,22,13.4,176,0,2.37,65.84,44.85,75.4,83.62,44.8,1796.2,5.85,15.58,45.43,441.31,781.38,1390.13,5310.02,661.97,2.6,1283.7,7364.72,2,0,1,0,0
"Westporttown","CT",5,24410,2.63,1.07,96.97,1.63,2.24,11.25,19.84,9.77,12.35,100,81957,82.81,1.06,74.58,23.49,1.95,14.73,95791,46184,45011,24087,23289,15227,23254,3.15,2.02,6.95,60.51,3.17,66.91,13.33,29.49,2.22,54.52,6.97,26.41,10.73,2.96,86.02,84.73,96.56,80.43,49.42,59.59,0.29,19.8,27.34,36.21,42.91,2.41,3.33,4.41,5.23,89.29,0.82,2.83,2.19,2.6,2.67,2.27,85.01,0.41,19.54,4,565,94.26,82.82,0.71,45.13,1956,0.38,0.28,422400,995,1001,24.8,22,14,17,1,12.18,25.33,59.67,76.59,77.06,20.7,1177.6,17.48,0,0,92.82,28.25,698.17,2255.94,318.82,12.11,121.07,3285.04,3,0,0,1,0
"Portlandcity","ME",5,64358,2.28,1.12,96.59,1.66,0.8,11.84,30.02,14.82,12.71,100,26576,74.98,0.48,42.74,27.12,9.55,14.03,34837,15152,8820,6370,8054,4992,13999,14.03,6.66,16.81,29.61,6.75,63.16,9.74,28.95,10.28,31.46,11.75,40.16,14.88,2.91,63.98,62.15,72,65.17,59.64,66.78,4.91,19.07,30.31,41.42,44.31,0.98,1.55,2.12,2.27,93.3,0.82,3.39,1.86,2.21,2.54,1.96,48.55,1.35,59.25,2,3058,90.23,42.13,2.94,46.86,1939,4.49,0.43,112200,450,504,28.1,23.2,14.9,188,1,5.12,64.08,45.15,76.18,84.25,23.5,2743.7,3.82,3.24,98.7,148.86,422.31,1847.81,4818.54,440.11,182.84,673.11,7289.3,3,0,0,1,0
"Bucyruscity","OH",5,13496,2.49,0.55,98.71,0.36,0.52,13.68,25.94,12.14,13.42,0,22023,71.03,0.76,36.27,31.1,9.67,19.65,26726,11262,7854,8548,6956,3350,6677,15.52,10.99,30.67,10.33,9.53,53.28,38.61,17.87,26.64,17.69,11.77,24.07,14.87,3.02,71.48,70.61,80.79,79.4,64.18,66.32,2.88,0,21.74,35.65,35.65,0,0.19,0.3,0.3,97.44,0.51,3.6,2.51,2.46,2.53,2.33,66.02,1.77,42.44,3,314,94.53,64.14,3.18,44.59,1952,12.97,0.35,40500,208,309,25.5,15.9,12.3,0,0,0.85,81.5,58.19,88.85,95.23,6.4,2124.4,0,0,45.26,15.09,105.61,1191.91,3455.04,233.86,7.54,165.96,4888.35,1,1,0,0,0
"Owensborocity","KY",5,53549,2.47,6.43,93,0.32,0.39,14.38,26.56,13.19,13.51,100,21952,72.92,1.19,33.88,30.5,7.99,16.58,27892,11846,6525,6313,7534,0,5499,18.9,12.91,28.16,15.31,7.85,57.2,18.25,24.08,17.59,22.54,11.59,26.38,15.38,2.99,68.91,66.28,77.08,74.16,65.32,69.82,2.67,25.48,25.48,25.48,28.57,0.12,0.12,0.12,0.14,98.25,0.25,3.3,2.24,2.39,2.54,2.17,63.79,2.37,46.94,3,1402,93.92,60.05,1.36,38.94,1964,9.2,0.13,46100,230,280,25.4,15.8,12,34,0,0.48,81.07,51.72,86,92.21,15.5,3454.8,0.19,7.39,55.45,97.95,114.59,1127.4,3938.49,157.1,11.09,275.38,5234.08,2,0,1,0,0
"Broomfieldcity","CO",5,24638,2.83,0.67,94.31,2.14,5.61,14.54,26.59,11.34,5.17,99.66,39067,90.08,1.23,46.04,13.71,2.6,11.44,43854,16009,18653,21708,8391,10133,10608,5.05,1.66,8.25,27.88,3.76,75.78,21.81,22.21,11.99,31.02,9.04,25.5,11.73,3.25,83.06,82.12,93.21,80.89,69.28,75.88,1.12,17.82,22.18,33.1,40.57,0.63,0.78,1.17,1.43,93.42,0.96,4.9,3.75,2.83,3.01,2.32,78.3,1.85,29.97,3,379,95.83,73.59,0.53,27.18,1975,2.1,0.19,88100,390,451,24.1,23,12.3,0,0,3.53,43.1,47.29,66.6,85.59,23.1,1065.7,2.96,0,3.56,17.79,238.35,601.21,2714.34,135.18,74.71,259.7,3525.44,4,0,0,0,1
"Dovertown","NJ",5,15115,2.93,6.1,77.69,1.95,40.36,12.39,30.55,14.44,11.16,100,38822,84.25,0.14,40.38,27.14,4.39,17.6,42354,16268,13753,9695,11979,11527,10960,7.64,15.09,32.23,14.06,7.19,68.73,30.02,15.03,24.33,16.82,8.91,37.65,12.66,3.34,72.64,66.42,80.04,74.43,66.08,75.04,4.17,19.2,32.35,42.04,49.1,4.88,8.22,10.68,12.47,54.12,15.25,10.58,7.67,2.89,2.98,2.78,55.7,8.95,49.41,3,202,96.23,53.99,4.95,36.14,1947,4.17,0.84,155300,615,678,27.7,25.7,13.8,0,4,25.4,47.73,53.31,78.48,82.61,2.8,5435.5,3.45,0,20.59,61.76,171.55,706.79,2724.22,514.65,27.45,253.9,3973.11,3,0,0,1,0
"Ashlandcity","OH",5,20079,2.63,1.57,97.15,1,0.63,17.12,29.18,17.06,13.81,0,24536,74.73,0.8,44.54,30.24,6.19,19.12,30345,11798,10484,16528,38234,5629,8746,12.13,7.17,23.68,18.11,6.47,57.7,35.4,26.85,25.04,24.87,9.08,28.56,12.52,3.02,74.77,72.27,84.54,79.2,57.38,72.4,0.78,31.52,37.82,39.26,39.26,0.55,0.66,0.68,0.68,96.05,0.56,3.48,2.33,2.43,2.55,2.23,67.29,1.17,45.3,3,388,95.16,64.26,0.52,37.89,1955,5.23,0.4,50400,254,341,24.7,16.7,12.4,4,0,1.74,80.41,50.67,79.63,92.48,9.8,2044,0.16,0,4.72,9.43,18.86,320.68,1796.75,141.48,9.43,33.01,2268.34,1,1,0,0,0
"FergusFallscity","MN",5,12362,2.43,0.11,98.58,0.59,0.46,12.72,23.1,11.3,17.19,0,22993,69.13,2.22,51.21,39.82,7.46,14.43,29963,11453,1895,4308,6590,5294,7299,14.86,15.26,24.12,18.84,4.36,57.11,8.97,36.1,12.36,27.71,7.67,29.98,10.2,2.98,74.25,75.77,77.49,77.16,68.74,78.38,0.76,11.67,18.75,22.5,42.5,0.23,0.36,0.44,0.83,95.07,0.64,3.33,2.07,2.29,2.63,1.74,70.59,0.94,50.49,2,305,94.34,61.36,0,35.08,1956,3.6,0.87,45100,254,312,27.1,18,12,0,0,1.94,74.17,53.74,81.4,91.54,10.1,1224.5,0.93,0,25.13,7.93,126.95,714.12,3356.34,95.22,15.87,160.01,4181.55,1,1,0,0,0
"ForestGrovecity","OR",5,13559,2.74,0.54,90.34,2.79,9.67,16.64,30.23,16.91,12.14,100,24162,75.28,0.35,39.93,28.91,5.64,16.64,31674,11277,10712,6280,7191,4581,5005,15.78,9.86,24.3,20.43,6.16,58.31,26.93,26.24,19.83,23.39,9.54,31.54,12.39,3.17,76.31,72.13,86.3,78.17,58.39,68.65,0.82,26.13,34.49,42.86,56.68,1.66,2.19,2.72,3.6,89.45,2.46,7.2,4.75,2.57,2.75,2.39,54.07,5.34,50.45,2,156,96.94,50.61,4.49,36.54,1970,5.2,0.49,66000,329,370,27.2,18.7,12.3,0,0,6.35,44.95,41.26,71.62,82.76,4.3,3171,2.1,12.66,18.99,50.65,44.32,740.69,3026.08,253.23,31.65,126.62,4051.65,4,0,0,0,1
"Durhamcity","NC",5,136611,2.44,45.71,51.71,1.96,1.18,15.72,32.98,17.52,10.08,100,27256,81.99,0.56,36.71,21.79,7.3,13.08,35024,18584,10060,12035,11834,9600,10489,14.9,8.72,21.54,35.4,4.72,65.21,12.56,42.05,9.54,34.05,10.59,40.96,14.49,2.96,59.32,55.48,68.44,58.32,71.04,78.2,9.34,31.37,43.46,52.93,61.71,1.2,1.66,2.02,2.35,93.75,0.85,3.96,2.39,2.3,2.49,2.14,47.91,3.05,58.01,2,4606,92.4,44.16,4.02,34,1970,6.32,0.4,80600,353,440,24.8,22.5,13.8,125,1,3.81,61.34,39.46,66.86,77.42,71.8,1903.5,3.05,17.81,74.67,580.92,495.98,3323.17,5118,651.48,61.65,1169.38,9154.3,2,0,1,0,0
"Wiltontown","CT",6,15989,2.87,1.01,97.28,1.57,1.33,13.04,19.73,10.01,9.26,33.65,87686,84.23,1.39,75.16,20.48,1.29,13.32,101156,41544,19130,0,34575,85294,28641,3.02,2.29,5.34,62.17,3.83,65.37,16.81,24.8,2.64,51.44,4.52,23.84,7.32,3.15,92.4,91.78,97.6,90.66,38.31,53.23,0.04,11.34,13.82,21.58,27.33,0.91,1.11,1.74,2.2,91.96,0.52,4.05,3.29,2.82,2.94,2.08,89.92,0.36,17.87,4,256,95.6,86.31,0.78,36.72,1965,0.23,0,408800,866,976,26,22,13.4,0,0,8.05,28.44,58.7,76.03,78.02,27.9,572.6,10.83,0,0,12.32,30.81,332.7,936.48,61.61,6.16,43.13,1336.95,3,0,0,1,0
"Mantuatownship","NJ",6,10074,2.91,1.3,97.8,0.57,1.1,12.87,25.38,11.61,9.89,86.05,42841,81.99,2.1,44.83,25.27,3.34,19.07,45410,17334,17872,5868,16964,250,19740,3.2,5.78,22.53,17.99,3.2,65.4,18.63,23.14,12.91,27.69,6.69,26.34,8.12,3.24,86.34,82.18,93.21,85.32,56.17,65.25,1.12,2.69,15.59,15.59,29.03,0.05,0.29,0.29,0.54,97.19,0.42,5.68,4.65,2.9,2.92,2.71,90.89,1.36,25.95,3,156,95.69,90.24,2.56,29.49,1958,0.9,0,97300,422,520,25.2,22,13.6,0,0,1.85,57.29,65.63,82.33,91.26,16.5,611.6,2.01,9.47,18.94,18.94,123.08,823.71,3039.2,132.55,9.47,170.43,4004.93,3,0,0,1,0
"MountPleasantcity","TX",6,12291,2.85,20.29,64.86,0.16,17.02,15.12,27.91,13.96,15.17,0,20743,69.15,0.93,26.89,34.09,8.61,12.36,25788,12733,5224,9197,26963,5239,5011,24.64,16.53,37.76,13.67,4.15,55.99,26.15,19.95,20.43,17.86,8.62,28.1,12.47,3.26,70.2,63.55,83.67,66.84,64.98,71.28,1.79,15.84,34.85,47.87,70.18,1.87,4.12,5.65,8.29,83.68,6.05,8.99,6.5,2.72,2.61,2.91,60.31,8.98,48.39,3,362,92.25,62.86,1.38,50.55,1965,13.32,0.73,43300,260,343,25.9,20.5,15.6,0,0,11.81,72.77,46.39,74.35,92.4,10.3,1191.5,0,22.85,22.85,60.94,251.37,1249.24,3831.51,297.07,30.47,358.01,5408.29,2,0,1,0,0
"MorganHillcity","CA",6,23928,3.06,1.6,83.03,5.31,23.38,15.48,26.99,12.57,6.84,100,53480,86.7,1.58,48.89,17.1,5.48,11.14,57965,20748,14263,15028,20634,9549,10413,4.51,6.06,16.58,28.06,3.7,70.24,25.15,20,10.16,32.57,8.4,29.16,12.03,3.35,80.97,76.24,88.76,82.06,57.06,68.94,1.77,12.85,20.99,24.14,30.66,1.42,2.32,2.66,3.38,79.84,3.44,7.49,5.99,3,2.98,3.06,70.94,6.8,34.11,3,349,95.72,71.5,2.01,22.35,1977,2.09,0.05,297200,718,811,28.7,28.5,10.9,6,0,11.03,56.06,44,81.51,89.56,10.8,2207.4,2.4,3.72,37.17,70.63,368,795.48,2616.91,319.68,70.63,479.52,3802.7,4,0,0,0,1
"AppleValleytown","CA",6,46079,2.96,3.86,86.76,2.47,12.62,14.45,26.16,11.59,9.35,99.68,34050,77.55,0.7,32.73,22.55,9.8,19.92,36439,15028,11771,12367,21074,8477,8431,10.67,4.64,19.86,14.95,7.89,57.35,10.43,19.35,14.75,24.01,9.1,23.14,13.08,3.25,77.44,73.37,81.64,78.37,45.35,57.3,2.19,6.31,10.05,14.2,22.62,0.36,0.58,0.82,1.3,88.87,1.12,7.14,5.78,2.95,2.96,2.91,69.41,5.65,33.4,3,1084,93.5,69.05,1.75,20.48,1983,4.34,0.18,118100,461,534,29.1,24.7,12.4,11,0,5.75,52.58,30.85,60.4,87.22,69.6,661.8,0.32,13.4,30.62,126.3,503.3,1752.94,2788.25,518.61,45.93,673.62,5105.73,4,0,0,0,1
"CasaGrandecity","AZ",6,19082,2.94,5.16,76.11,0.81,34.49,15.47,27.54,13.12,9.89,0,25926,78.1,1.75,29.06,25.13,10.09,12.48,28639,12702,6402,4717,21943,6659,7341,17.44,14.88,28.01,14.24,7.9,60.92,18.97,23.35,18.66,22.98,11.1,26.92,15.05,3.38,69.39,62.65,67.26,79.21,60.09,67.99,4.18,8.23,16.47,23.38,31.94,0.39,0.79,1.12,1.52,74.44,3.01,9.1,6.82,2.89,2.96,2.78,63.98,9.04,50.5,2,909,87.72,62.48,2.42,25.3,1975,10.95,0.18,64400,329,402,27.1,20.6,14,43,38,4.77,44.56,42.47,73.93,80.08,22.6,845.4,0.71,13.74,68.72,224.49,1085.81,2698.49,10065.52,847.57,123.7,1392.76,13735.28,4,0,0,0,1
"Aberdeencity","SD",6,24927,2.49,0.16,95.98,0.5,0.35,16.7,29.65,16.59,13.57,0,22422,75.49,3.09,48.52,31.39,5.1,11.57,30328,12042,1518,8710,16757,2520,5350,12.2,14.15,22.7,22.63,3.57,65.03,10.18,31.21,11.66,27.01,7.09,30.75,9.22,3.01,76.04,76.25,87.03,76.62,70.79,79.52,1.53,18.32,18.32,18.32,37.02,0.19,0.19,0.19,0.39,93.1,0.6,3.12,1.99,2.35,2.68,1.91,64.72,1.32,52.31,2,691,93.54,56.64,1.16,36.9,1957,4.6,0.29,47900,247,292,24.3,18,13.1,10,0,1.05,73.61,50.21,76.13,89.42,8.7,2870.5,0.07,3.94,55.19,15.77,130.08,480.9,2727.74,110.37,39.42,204.98,3358.43,1,1,0,0,0
"Farmingtontown","CT",6,20608,2.51,1.31,96.22,2.08,1.16,9.41,21.17,9.1,13.14,76.4,52979,81.1,0.42,65.18,27.35,2.76,17.96,61754,28331,24242,25000,28481,31547,16666,2.61,4.44,11.13,43.58,3.47,67.2,13.87,31.15,5.06,44.78,6.78,26.96,10.07,3,86.23,86.77,94.54,89.03,57.26,70.19,0.58,7.74,11.77,21.2,26.72,0.58,0.88,1.58,1.99,90.49,0.49,2.58,1.78,2.47,2.65,1.97,78.49,0.4,41.6,3,441,94.9,73.04,1.13,35.6,1971,0.55,0,211900,739,833,24.9,22.1,12,7,0,7.46,57.34,49.62,80.42,85.53,29.1,709,1.72,0,9.69,33.93,24.23,567.08,3116.52,387.75,0,67.85,4071.35,3,0,0,1,0
"Eveshamtownship","NJ",6,35309,2.81,2.84,93.55,3.18,1.35,12.79,26.81,11.76,5.75,90.52,51676,91.04,0.32,54.83,15.37,1.17,10.78,56404,20103,22337,25836,14416,12352,15799,2.24,3.04,9.91,37.19,2.47,75.42,14.55,24.96,5.9,37.67,7.14,27.69,10.44,3.26,86.22,85.71,96.92,85.24,56.98,67.53,1,16.45,20.62,26.17,30.75,0.91,1.15,1.46,1.71,91.96,0.93,4.16,3.16,2.8,3.01,2.11,82.22,0.83,29.64,3,706,94.68,76.36,0.85,20.54,1980,0.18,0.22,145600,655,738,27.1,23.6,13.4,0,0,5.56,40.77,49.07,67.48,83.81,30.6,1153.7,5.46,0,11.07,24.9,146.64,564.41,1607.46,135.57,13.83,182.61,2321.27,3,0,0,1,0
"Ashwaubenonvillage","WI",6,16376,2.69,0.39,98.02,0.6,0.36,14.72,29.94,13.95,5.78,100,35108,89.2,0.96,56.64,15.41,4.33,7.72,39959,14890,14934,7108,6505,15200,13360,5.22,5.27,12.1,18.08,3.59,74.42,23.22,19.65,16.84,25.95,6.97,28.32,9.88,3.15,82.19,81.65,88.66,84.53,71.36,76.48,0.99,15.62,15.62,39.84,39.84,0.12,0.12,0.31,0.31,97.25,0.88,2.66,1.92,2.63,3.06,1.96,71.04,1.48,42.23,3,165,97.36,61.09,0,10.91,1974,1.17,0.19,69300,354,400,21.8,19.9,11.8,0,0,0.78,80.32,49.59,81.7,92.54,10.8,1513.4,0.55,0,11.49,28.72,114.88,390.58,4365.31,120.62,11.49,155.09,4888,1,1,0,0,0
"SouthKingstowntown","RI",6,24631,3.32,1.47,93.38,2.98,1.24,29.19,39.37,29.24,10.09,0,36481,76.57,1.46,54.32,25.87,4.65,18.47,41895,14874,8807,5120,7757,2739,7112,6.95,4.61,14.46,38.97,5.25,59.1,10.94,35.32,7.15,33.15,5.8,45.37,7.5,3.11,80.86,78.85,97.44,68.87,59.39,70.25,1.57,28.33,38.65,44.29,54.96,1.69,2.31,2.65,3.28,92.39,0.58,3.96,2.8,2.61,2.74,2.3,73.43,1.76,40.26,3,2378,75.75,69.86,2.02,65.98,1966,1,2.49,158700,486,564,27.9,23.3,12.8,11,0,5.98,55.72,45.93,63.66,77.48,59.2,416.4,0.9,0,36.66,8.15,48.89,370.72,1315.84,89.62,0,93.7,1776.18,3,0,0,1,0
"Stamfordtown","CT",6,108056,2.58,17.78,76.28,2.6,9.77,10.46,26,11.55,11.86,100,49787,82.57,0.58,54.11,24.22,5.43,14.57,57360,30975,13309,14211,29924,10707,13109,6.29,7.21,18.81,35.13,5.08,67.95,17.99,21.6,7.97,37.24,7.96,35.01,11.56,3.08,72.41,67.92,79.89,75.16,59.38,68.27,6.42,17.41,27.21,35.38,42.52,3.24,5.06,6.57,7.9,77.07,3.87,5.87,3.99,2.54,2.65,2.39,60.42,4.91,53.06,2,2334,94.73,57.87,1.37,27.98,1961,1.67,0.47,295700,716,794,26.5,22.8,14.7,132,18,18.58,41.96,54.75,80.59,81.75,39.1,2765.1,11.33,7.46,20.52,251.87,221.08,1030.79,3267.75,678.18,28.92,500.93,5005.64,3,0,0,1,0
"Masoncity","OH",6,11452,2.75,0.39,98.63,0.71,0.47,12.5,25.72,10.99,8.02,100,39738,85.48,0.55,49.45,19.45,3.39,15.86,43523,15943,0,847,10621,7300,11359,2.66,5.43,16.17,20.29,2.84,71.79,26.42,18.73,15.25,27.17,7.98,22.52,11.58,3.16,85.12,83.58,93.38,84.97,72.12,75.18,0.61,0,0,14.39,39.57,0,0,0.17,0.48,97.02,0.08,3.07,2.35,2.71,2.85,2.3,78.53,0.91,32.07,3,105,97.54,74.67,0,33.33,1974,2.23,0,81600,378,455,23.4,20.2,11.3,0,0,1.21,70.58,51.5,71.58,92.61,12.7,904.6,0.19,0,29.98,44.97,59.96,389.75,1851.3,29.98,14.99,134.91,2286.02,1,1,0,0,0
"Kennewickcity","WA",6,42155,2.62,1.13,89.89,1.99,8.74,14.53,27.83,12.95,8.23,100,28261,81.72,1.09,38.32,19.83,8.95,14.12,35024,13340,11449,6812,9610,6392,6855,13.93,5.99,17.5,19.77,7,64.11,11.71,27.83,11.91,28.49,11.21,26.39,15.31,3.17,70.96,70.52,75.97,78.15,50.95,62.81,2.54,22.37,28.69,40.47,46.79,1.06,1.36,1.91,2.21,89.97,2.04,5.83,4.06,2.61,2.82,2.36,57.48,4.49,48.91,3,1135,93.4,53.08,1.85,54.1,1972,4.16,0.34,64800,279,345,23.1,16.4,11.2,0,0,4.73,46.49,41.95,70.79,84.64,20.8,2022,3.29,4.09,65.45,49.09,261.8,940.85,4473.12,263.85,10.23,380.43,5688.05,4,0,0,0,1
"MoundsViewcity","MN",6,12541,2.67,0.58,96.42,2,0.77,14.19,31.73,14.72,5.84,100,37117,90.6,0.96,43.46,13.06,5.5,11,41107,15392,14896,11058,7853,0,11028,5.98,2.88,12.18,18.05,4.93,76.44,28.04,20.82,17.3,23.83,9.5,30.85,12.53,3.06,74.31,75.22,82.82,74.23,70.45,77.01,1.73,7.44,11.33,33.98,55.02,0.18,0.28,0.84,1.36,94.62,0.52,2.73,2.02,2.67,2.86,2.17,76.98,2.04,48.46,3,183,96.25,71.71,0,13.11,1971,1,0.25,86400,459,493,23.1,20.3,12.2,0,0,2.47,74.42,53.71,71.21,91.75,4.3,2938.7,2.05,0,34.19,30.51,221.17,518.61,3027.76,266.93,30.51,285.87,3843.81,1,1,0,0,0
"Haddonfieldborough","NJ",6,11628,2.59,1.38,97.49,0.88,0.86,11.7,20.42,9.6,15.35,100,56585,77.79,0.62,70.91,30.4,1.71,21.57,66917,29055,13638,26941,33474,1165,12159,2.8,2.15,8.86,55.62,1.78,62.53,9.98,40.78,2.95,54.8,4.81,26.45,8.41,3.03,85.65,84.64,98.74,83.13,59.31,68.35,1.07,10.7,13.84,19.06,20.63,0.35,0.46,0.63,0.68,95.2,0.33,3.26,2.4,2.55,2.69,1.85,87.95,0.18,22.4,3,161,96.54,83.39,0.62,43.48,1939,0.27,0.13,186900,587,645,27,21.9,15,0,0,3.29,44.74,69.28,85.71,90.12,2.9,3969.1,13.45,0,8.59,34.36,25.77,515.33,2748.43,85.89,17.18,68.72,3366.83,3,0,0,1,0
"Robbinsdalecity","MN",6,14396,2.4,1.73,96.19,1.19,0.91,9.4,22.84,9.21,18.15,100,33107,72.45,0.32,52.29,35.99,3.67,21.26,40536,15491,11512,14792,12216,6583,12230,5,5.62,15.58,19.29,4.55,62.91,16.63,25.41,11.78,24.45,8.71,27.7,10.85,2.89,76.93,77.9,94.97,75.12,77.69,83.98,1.5,2.75,5.2,14.68,33.64,0.06,0.12,0.33,0.76,94.65,0.46,2.97,1.96,2.34,2.52,1.88,78.4,1.12,49.42,3,147,97.61,73,0,19.05,1953,0.13,0.08,76500,471,507,28.4,21.6,11.8,0,0,2.27,76.08,58.66,86.39,93.82,2.9,5000.7,6.21,0,42.31,133.97,190.38,712.17,3793.54,486.53,28.2,366.66,5020.44,1,1,0,0,0
"Norwalktown","CT",6,78331,2.56,15.48,79.29,1.65,9.37,10.6,26.36,11.59,11.33,100,48171,83.88,0.79,52.92,22.54,4.34,12.42,55269,25187,14662,8778,20087,13765,14757,5.2,7.84,20.48,29.54,4.69,70.65,20.24,21.83,10.3,33.63,8.5,33.93,11.91,3.08,74.35,69.28,83.76,74.64,61.28,70.14,4.63,10.97,21.15,29.89,37.59,1.46,2.81,3.98,5,80.42,3.65,5.3,3.6,2.53,2.67,2.31,65.33,3.81,49.62,3,1664,94.84,61.98,3.79,37.8,1958,1.49,0.39,241300,647,738,26.6,23.7,15.4,121,7,13.3,48.28,58.49,86.1,87.52,23.6,3315.6,8.17,11.43,12.7,238.85,149.92,1067.21,3196.54,701.31,16.52,412.9,4981.58,3,0,0,1,0
"Cincinnaticity","OH",6,364040,2.36,37.94,60.51,1.11,0.66,13.96,29.98,15.2,12.22,100,21006,71.1,0.45,34.68,26.35,14.32,14.48,26774,15757,7451,8478,13455,7907,10200,24.34,10.23,30.39,22.17,7.84,56.63,15.37,29.69,13.11,29.29,13.02,42.09,16.35,3.11,50.06,45.53,53.22,54.43,57.68,64.27,11.81,20.2,27.47,36.53,43.6,0.56,0.76,1.01,1.2,94.63,0.69,6.46,3.56,2.26,2.61,2.05,44.21,3.84,67.36,2,14746,91.28,38.34,8,40.09,1945,6.2,0.52,61900,283,329,25.8,18.9,13,989,23,2.76,70.07,49.12,85.48,91.51,80,4550.3,11.26,10.84,124.81,646.84,779.99,1710.64,4749.14,573.46,161.5,1562.48,7194.74,1,1,0,0,0
"Bridgewatertown","MA",6,21249,3.57,4.72,92.84,0.84,3.22,19.11,34.89,20.95,7.15,49.98,41933,84.5,0.84,43.97,22.28,5,15.9,50080,14654,7676,4957,9887,4446,3468,4.74,4.65,17.09,21.74,6.22,59.92,13.94,27.58,11.04,28.18,10.84,42.94,8.29,3.33,83.06,82.05,89.92,89.48,59.93,71.3,1.62,6.58,8.55,14.25,20.5,0.28,0.37,0.61,0.88,92.06,1.06,5.59,4.2,2.87,3.16,2.23,75.57,1.6,39.07,3,283,95.46,68.56,0.35,27.56,1970,1.46,0.21,163500,651,690,28.2,23,14.3,0,0,4.29,80.31,51.71,72.03,94.66,28.5,746.1,1.5,0,4.43,8.85,146.04,238.98,685.96,181.45,0,159.32,1106.39,3,0,0,1,0
